1, 79154848.00178093, 2082499.9611826898
2, 147221542.00135264, 3884453.214434384
3, 222227804.60142526, 3336585.721536876
4, 293679179.1988071, 1016181.9450981262
5, 372050351.2013238, 6065385.418759982
6, 443438126.39854145, 5354934.590634224
7, 514362242.3987835, 3287512.30220969
8, 592821215.0000036, 3544892.3633147175
9, 657916983.3988998, 7611398.379130204
10, 740020408.8000464, 7169105.636794629
11, 811203064.8015207, 7824278.383591996
12, 883486716.3997843, 11126417.060824452
13, 959382305.1996877, 7180514.457249495
14, 1034612584.0005697, 9896931.871208299
15, 1119837929.4000916, 11986908.750812897
16, 1182902029.9992406, 15296696.485964606
17, 1266467943.6027653, 10666293.150395822
18, 1345786525.3993077, 14233744.014200242
19, 1412879985.7979176, 8874925.492518956
20, 1485196179.0016503, 13473013.33597561
21, 1567391464.399407, 6563566.049733674
22, 1638365595.6000438, 10360073.551842453
23, 1703677403.401525, 4034754.4546825415
24, 1786297465.597454, 6114555.413857424
25, 1874759140.6019638, 17221943.19545778
26, 1936563519.8002563, 9612700.120272951
27, 2011671835.9990044, 10817864.789855776
28, 2080284978.1990516, 13860052.035656823
29, 2168544728.400593, 18840348.423165713
30, 2225219214.997196, 19127618.79150451
31, 2298896776.401671, 13782012.753826894
32, 2364307146.999635, 7786744.726771323
